City,Gender,Senior_Citizen,Tenure_Months,Phone_Service,Internet_Service,Streaming TV,Streaming Movies,Contract,Payment Method,Monthly Charges,Total_Charges,Churn
Guatay,Female,No,41,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),70.25,2868.05,Yes
Imperial Beach,Male,No,9,Yes,DSL,Yes,No,Month-to-month,Electronic check,55.35,449.75,Yes
Mount Laguna,Male,Yes,43,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,103,4414.3,Yes
Spring Valley,Female,No,33,Yes,Fiber optic,Yes,Yes,One year,Electronic check,103.75,3361.05,Yes
Carlsbad,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.35,69.35,Yes
Del Mar,Female,No,56,Yes,Fiber optic,No,No,Month-to-month,Electronic check,73.85,4092.85,Yes
Encinitas,Female,No,3,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),75.15,216.75,Yes
Escondido,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.6,69.6,Yes
Julian,Male,No,5,Yes,Fiber optic,No,No,Month-to-month,Electronic check,80.15,385,Yes
Palomar Mountain,Female,No,1,No,DSL,No,No,Month-to-month,Bank transfer (automatic),30.5,30.5,Yes
Poway,Male,No,70,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),98.3,6859.5,Yes
Solana Beach,Female,No,48,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),107.4,5121.3,Yes
San Marcos,Female,Yes,13,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,82,1127.2,Yes
San Diego,Female,No,24,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),75.4,1747.85,Yes
San Diego,Female,Yes,27,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,101.25,2754.45,Yes
San Diego,Male,Yes,25,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,89.5,2196.15,Yes
San Diego,Female,Yes,22,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),74.4,1692.6,Yes
San Diego,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.5,20.5,Yes
San Diego,Male,No,4,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.35,265.35,Yes
San Diego,Female,Yes,18,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),99.75,1836.25,Yes
San Diego,Female,Yes,56,Yes,Fiber optic,Yes,Yes,One year,Electronic check,111.95,6418.9,Yes
San Diego,Male,Yes,16,No,DSL,Yes,No,Month-to-month,Mailed check,39,679.85,Yes
San Diego,Female,No,30,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),94.1,2804.45,Yes
Indio,Female,No,8,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),95.65,778.1,Yes
Indian Wells,Female,Yes,50,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,88.05,4367.35,Yes
Beaumont,Female,No,41,Yes,DSL,No,Yes,One year,Bank transfer (automatic),66.5,2728.6,Yes
Cabazon,Male,No,3,No,DSL,No,No,Month-to-month,Mailed check,35.45,106.85,Yes
Calipatria,Male,No,3,Yes,DSL,No,No,Month-to-month,Mailed check,49.9,130.1,Yes
Desert Hot Springs,Male,No,40,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),104.5,4036.85,Yes
El Centro,Female,Yes,3,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),75.05,256.25,Yes
Heber,Male,No,23,Yes,Fiber optic,No,No,Month-to-month,Electronic check,81,1917.1,Yes
Holtville,Female,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.45,74.45,Yes
Imperial,Female,No,4,Yes,DSL,No,No,Month-to-month,Mailed check,60.4,272.15,Yes
Ocotillo,Male,No,1,Yes,Fiber optic,No,No,Month-to-month,Mailed check,70.65,70.65,Yes
Palm Springs,Male,No,12,Yes,DSL,Yes,No,One year,Electronic check,59.8,727.8,Yes
Seeley,Female,No,9,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),44.2,403.35,Yes
Vidal,Male,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,75.75,75.75,Yes
White Water,Female,No,67,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),102.95,6886.25,Yes
Apple Valley,Male,Yes,4,Yes,Fiber optic,No,No,Month-to-month,Mailed check,74.4,306.6,Yes
Los Angeles,Female,No,1,No,DSL,No,No,Month-to-month,Electronic check,29.85,29.85,No
Los Angeles,Male,No,34,Yes,DSL,No,No,One year,Mailed check,56.95,1889.5,No
Los Angeles,Male,No,45,No,DSL,No,No,One year,Bank transfer (automatic),42.3,1840.75,No
Los Angeles,Male,No,22,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),89.1,1949.4,No
Los Angeles,Female,No,10,No,DSL,No,No,Month-to-month,Mailed check,29.75,301.9,No
Los Angeles,Male,No,62,Yes,DSL,No,No,One year,Bank transfer (automatic),56.15,3487.95,No
Los Angeles,Male,No,13,Yes,DSL,No,No,Month-to-month,Mailed check,49.95,587.45,No
Los Angeles,Male,No,16,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),18.95,326.8,No
Los Angeles,Male,No,58,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),100.35,5681.1,No
Los Angeles,Male,No,25,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,105.5,2686.05,No
Los Angeles,Female,No,69,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),113.25,7895.15,No
Los Angeles,Female,No,52,Yes,No,No internet service,No internet service,One year,Mailed check,20.65,1022.95,No
Los Angeles,Male,No,71,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),106.7,7382.25,No
Los Angeles,Female,No,21,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,90.05,1862.9,No
Los Angeles,Male,No,12,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.8,202.25,No
Los Angeles,Female,No,58,Yes,DSL,No,No,Two year,Credit card (automatic),59.9,3505.1,No
Los Angeles,Male,No,49,Yes,DSL,No,No,Month-to-month,Credit card (automatic),59.6,2970.3,No
Los Angeles,Female,No,30,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),55.3,1530.6,No
Los Angeles,Male,No,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),90.25,6369.45,No
Los Angeles,Female,Yes,71,Yes,Fiber optic,No,No,Two year,Credit card (automatic),96.35,6766.95,No
Los Angeles,Male,Yes,2,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),95.5,181.65,No
Los Angeles,Female,No,27,Yes,DSL,No,No,One year,Mailed check,66.15,1874.45,No
Los Angeles,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.2,20.2,No
Los Angeles,Male,Yes,1,Yes,DSL,No,No,Month-to-month,Bank transfer (automatic),45.25,45.25,No
Los Angeles,Female,No,72,Yes,Fiber optic,Yes,No,Two year,Bank transfer (automatic),99.9,7251.7,No
Los Angeles,Female,No,46,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),74.8,3548.3,No
Los Angeles,Male,No,10,Yes,DSL,No,No,One year,Mailed check,49.55,475.7,No
Los Angeles,Female,No,70,Yes,DSL,Yes,No,Two year,Credit card (automatic),69.2,4872.35,No
Los Angeles,Female,No,17,Yes,No,No internet service,No internet service,One year,Mailed check,20.75,418.25,No
Los Angeles,Female,No,63,Yes,DSL,Yes,No,Two year,Credit card (automatic),79.85,4861.45,No
Los Angeles,Female,No,13,Yes,DSL,Yes,No,Month-to-month,Electronic check,76.2,981.45,No
Los Angeles,Female,No,49,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,84.5,3906.7,No
Los Angeles,Male,No,2,Yes,DSL,No,No,Month-to-month,Mailed check,49.25,97,No
Los Angeles,Male,No,52,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),79.75,4217.8,No
Los Angeles,Female,No,69,Yes,DSL,No,No,Two year,Credit card (automatic),64.15,4254.1,No
Los Angeles,Female,Yes,43,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,90.25,3838.75,No
Los Angeles,Female,Yes,25,Yes,DSL,Yes,No,Month-to-month,Credit card (automatic),69.5,1752.65,No
Los Angeles,Female,Yes,60,Yes,DSL,No,Yes,One year,Credit card (automatic),74.85,4456.35,No
Los Angeles,Female,No,63,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),99.65,6311.2,No
Los Angeles,Male,Yes,66,Yes,Fiber optic,Yes,Yes,One year,Electronic check,108.45,7076.35,No
Los Angeles,Female,No,34,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),24.95,894.3,No
West Hollywood,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),107.5,7853.7,No
Los Angeles,Female,No,47,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,100.5,4707.1,No
Los Angeles,Male,No,60,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),89.9,5450.7,No
Bell,Male,No,72,No,DSL,No,No,Two year,Bank transfer (automatic),42.1,2962,No
Beverly Hills,Female,No,18,Yes,DSL,No,No,One year,Credit card (automatic),54.4,957.1,No
Beverly Hills,Female,No,3,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,75.3,244.1,No
Compton,Male,No,47,Yes,Fiber optic,No,No,One year,Electronic check,78.9,3650.35,No
Compton,Female,No,31,Yes,DSL,Yes,Yes,Two year,Mailed check,79.2,2497.2,No
Compton,Female,No,50,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.15,930.9,No
Culver City,Male,No,10,Yes,Fiber optic,No,No,Month-to-month,Mailed check,79.85,887.35,No
Culver City,Male,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,49.05,49.05,No
Downey,Female,No,52,Yes,No,No internet service,No internet service,One year,Electronic check,20.4,1090.65,No
Downey,Male,Yes,64,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),111.6,7099,No
Downey,Male,No,62,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.25,1424.6,No
El Segundo,Female,No,3,Yes,DSL,No,Yes,Month-to-month,Bank transfer (automatic),64.5,177.4,No
Gardena,Female,Yes,56,Yes,Fiber optic,Yes,Yes,One year,Electronic check,110.5,6139.5,No
Gardena,Female,No,46,Yes,DSL,No,Yes,One year,Credit card (automatic),55.65,2688.85,No
Gardena,Female,No,8,Yes,DSL,No,No,Month-to-month,Mailed check,54.65,482.25,No
Hawthorne,Male,Yes,30,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,74.75,2111.3,No
Hermosa Beach,Female,No,45,Yes,No,No internet service,No internet service,One year,Credit card (automatic),25.9,1216.6,No
Lawndale,Female,No,11,No,DSL,Yes,Yes,Month-to-month,Electronic check,50.55,565.35,No
Malibu,Female,No,42,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),103.8,4327.5,No
Malibu,Female,No,49,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.15,973.35,No
Manhattan Beach,Male,No,9,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),99.3,918.75,No
Maywood,Female,No,35,Yes,DSL,Yes,No,One year,Bank transfer (automatic),62.15,2215.45,No
Pacific Palisades,Female,No,48,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),20.65,1057,No
Palos Verdes Peninsula,Female,No,46,Yes,No,No internet service,No internet service,Two year,Mailed check,19.95,927.1,No
Rancho Palos Verdes,Male,No,29,No,DSL,Yes,No,Month-to-month,Mailed check,33.75,1009.25,No
Redondo Beach,Male,No,30,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),82.05,2570.2,No
Redondo Beach,Male,Yes,1,Yes,Fiber optic,No,No,Month-to-month,Electronic check,74.7,74.7,No
South Gate,Male,No,66,Yes,DSL,Yes,Yes,Two year,Mailed check,84,5714.25,No
Topanga,Female,No,65,Yes,Fiber optic,Yes,Yes,Month-to-month,Credit card (automatic),111.05,7107,No
Venice,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),100.9,7459.05,No
Playa Del Rey,Male,No,71,Yes,DSL,No,No,One year,Credit card (automatic),66.85,4748.7,No
Inglewood,Male,No,52,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),21,1107.2,No
Inglewood,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,No
Inglewood,Female,No,1,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,19.45,19.45,No
Santa Monica,Male,No,38,Yes,Fiber optic,Yes,No,One year,Bank transfer (automatic),95,3605.6,No
Santa Monica,Female,Yes,66,No,DSL,Yes,No,One year,Bank transfer (automatic),45.55,3027.25,No
Santa Monica,Male,No,5,No,DSL,No,No,Month-to-month,Mailed check,24.3,100.2,No
Santa Monica,Female,No,72,Yes,Fiber optic,Yes,Yes,One year,Electronic check,104.15,7303.05,No
Torrance,Female,No,32,No,DSL,No,No,One year,Mailed check,30.15,927.65,No
Torrance,Male,No,43,Yes,Fiber optic,Yes,Yes,One year,Mailed check,94.35,3921.3,No
Torrance,Male,No,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.4,1363.25,No
Torrance,Female,No,52,Yes,DSL,No,No,One year,Credit card (automatic),57.95,3042.25,No
Whittier,Female,No,43,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,91.65,3954.1,No
Whittier,Female,No,64,No,DSL,Yes,Yes,Two year,Electronic check,54.6,3423.5,No
Whittier,Male,No,3,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,89.85,248.4,No
Whittier,Female,No,36,No,DSL,No,No,Two year,Bank transfer (automatic),31.05,1126.35,No
Buena Park,Female,No,41,Yes,No,No internet service,No internet service,Two year,Mailed check,20.65,835.15,No
Buena Park,Male,No,27,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),85.2,2151.6,No
La Palma,Female,No,56,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),99.8,5515.45,No
Cypress,Female,No,6,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.7,112.75,No
La Mirada,Female,No,7,Yes,DSL,No,No,Month-to-month,Mailed check,50.7,350.35,No
Montebello,Female,No,4,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.85,62.9,No
Norwalk,Male,No,33,Yes,Fiber optic,Yes,No,Two year,Electronic check,88.95,3027.65,No
Santa Fe Springs,Male,No,72,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),23.55,1723.95,No
Stanton,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.75,19.75,No
Artesia,Male,Yes,71,No,DSL,Yes,Yes,One year,Electronic check,56.45,3985.35,No
Cerritos,Female,No,13,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,85.95,1215.65,No
Bellflower,Male,No,67,Yes,DSL,No,No,Two year,Bank transfer (automatic),50.55,3260.1,No
Lakewood,Female,No,43,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),25.7,1188.2,No
Lakewood,Female,No,23,Yes,Fiber optic,No,No,Month-to-month,Bank transfer (automatic),75,1778.5,No
Hawaiian Gardens,Female,No,64,Yes,No,No internet service,No internet service,Two year,Mailed check,20.2,1277.75,No
Lomita,Male,No,57,Yes,No,No internet service,No internet service,Two year,Mailed check,19.6,1170.55,No
Paramount,Female,Yes,72,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),88.05,6425.65,No
San Pedro,Female,No,61,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),101.05,5971.25,No
Seal Beach,Male,No,64,Yes,Fiber optic,No,No,One year,Credit card (automatic),84.3,5289.05,No
Sunset Beach,Male,Yes,71,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),23.95,1756.2,No
Surfside,Female,No,65,Yes,Fiber optic,Yes,No,Two year,Credit card (automatic),99.05,6416.7,No
Wilmington,Male,No,3,Yes,No,No internet service,No internet service,One year,Mailed check,19.6,61.35,No
Carson,Male,No,30,Yes,DSL,Yes,No,One year,Credit card (automatic),64.5,1929.95,No
Long Beach,Male,No,15,Yes,DSL,No,Yes,Month-to-month,Mailed check,69.5,1071.4,No
Long Beach,Female,No,8,Yes,DSL,Yes,Yes,Month-to-month,Electronic check,68.55,564.35,No
Long Beach,Female,No,70,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),108.15,7930.55,No
Long Beach,Male,No,62,Yes,DSL,Yes,Yes,Two year,Electronic check,86.1,5215.25,No
Long Beach,Female,No,6,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,19.7,113.5,No
Long Beach,Female,No,14,Yes,Fiber optic,No,Yes,Month-to-month,Bank transfer (automatic),80.9,1152.8,No
Long Beach,Female,No,22,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),84.15,1821.95,No
Long Beach,Male,No,22,Yes,No,No internet service,No internet service,One year,Mailed check,20.15,419.9,No
Long Beach,Male,No,16,Yes,DSL,Yes,No,Two year,Mailed check,64.25,1024,No
Long Beach,Male,No,10,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),25.7,251.6,No
Long Beach,Female,No,13,Yes,DSL,No,No,Month-to-month,Electronic check,56,764.55,No
Arcadia,Female,No,2,Yes,Fiber optic,No,No,Month-to-month,Electronic check,69.7,135.2,No
Arcadia,Male,No,53,Yes,DSL,No,Yes,Two year,Bank transfer (automatic),73.9,3958.25,No
Duarte,Female,No,11,Yes,No,No internet service,No internet service,One year,Mailed check,20.6,233.9,No
La Canada Flintridge,Male,No,69,Yes,No,No internet service,No internet service,Two year,Mailed check,19.9,1363.45,No
Montrose,Male,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),89.05,6254.45,No
South Pasadena,Female,No,16,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,20.4,321.4,No
Sunland,Male,No,43,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),84.25,3539.25,No
Pasadena,Male,No,14,Yes,DSL,Yes,Yes,Two year,Mailed check,81.95,1181.75,No
Pasadena,Female,No,32,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),20.55,654.55,No
Pasadena,Female,No,34,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,24.7,780.2,No
San Marino,Female,No,15,Yes,Fiber optic,Yes,Yes,Month-to-month,Bank transfer (automatic),105.35,1559.25,No
Glendale,Male,No,61,Yes,No,No internet service,No internet service,One year,Credit card (automatic),20.55,1252,No
Glendale,Female,No,1,Yes,DSL,No,No,Month-to-month,Mailed check,45.3,45.3,No
Glendale,Male,No,33,Yes,DSL,Yes,Yes,One year,Credit card (automatic),74.75,2453.3,No
Glendale,Male,No,20,Yes,DSL,No,No,Month-to-month,Mailed check,51.8,1023.85,No
La Crescenta,Male,No,3,No,DSL,No,No,Month-to-month,Electronic check,30.4,82.15,No
Agoura Hills,Female,No,13,Yes,No,No internet service,No internet service,One year,Electronic check,19.65,244.8,No
Calabasas,Female,No,40,Yes,DSL,No,No,Month-to-month,Credit card (automatic),56.6,2379.1,No
Canoga Park,Male,No,43,Yes,DSL,No,Yes,One year,Credit card (automatic),71.9,3173.35,No
Winnetka,Female,No,69,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),19.75,1375.4,No
West Hills,Female,No,72,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),109.7,8129.3,No
Chatsworth,Male,No,59,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),19.3,1192.7,No
Encino,Female,No,20,Yes,Fiber optic,Yes,No,Month-to-month,Electronic check,96.55,1901.65,No
Newbury Park,Male,No,24,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.1,587.4,No
Newhall,Male,No,59,Yes,Fiber optic,Yes,Yes,Month-to-month,Electronic check,111.35,6519.75,No
Northridge,Male,No,72,Yes,Fiber optic,Yes,Yes,Two year,Bank transfer (automatic),112.25,8041.65,No
Northridge,Male,No,1,Yes,No,No internet service,No internet service,Month-to-month,Mailed check,20.75,20.75,No
Porter Ranch,Female,No,27,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),101.9,2681.15,No
Pacoima,Female,No,14,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),80.05,1112.3,No
Reseda,Male,No,71,Yes,Fiber optic,Yes,Yes,Two year,Electronic check,105.55,7405.5,No
San Fernando,Male,No,13,Yes,Fiber optic,Yes,No,Month-to-month,Credit card (automatic),78.3,1033.95,No
Sylmar,Male,No,44,Yes,Fiber optic,No,No,Month-to-month,Credit card (automatic),68.85,2958.95,No
North Hills,Female,No,33,Yes,Fiber optic,No,No,One year,Bank transfer (automatic),79.95,2684.85,No
Granada Hills,Male,No,72,No,DSL,No,Yes,Two year,Credit card (automatic),55.45,4179.2,No
Canyon Country,Male,No,64,Yes,Fiber optic,Yes,Yes,One year,Credit card (automatic),102.45,6654.1,No
Valencia,Female,No,1,No,DSL,No,No,Month-to-month,Electronic check,25.25,25.25,No
Valencia,Male,No,61,Yes,No,No internet service,No internet service,Two year,Mailed check,19.75,1124.2,No
Tarzana,Female,No,29,Yes,No,No internet service,No internet service,One year,Electronic check,20,540.05,No
Thousand Oaks,Male,Yes,23,Yes,Fiber optic,No,Yes,Month-to-month,Electronic check,86.8,1975.85,No
Westlake Village,Female,No,57,No,DSL,Yes,Yes,Month-to-month,Bank transfer (automatic),58.75,3437.45,No
Thousand Oaks,Male,No,72,No,DSL,No,No,Two year,Credit card (automatic),45.25,3139.8,No
Woodland Hills,Male,No,66,No,DSL,Yes,No,Two year,Bank transfer (automatic),56.6,3789.2,No
Woodland Hills,Male,No,65,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),84.2,5324.5,No
Oak Park,Female,No,8,Yes,Fiber optic,Yes,No,Month-to-month,Bank transfer (automatic),80,624.6,No
Castaic,Female,No,71,Yes,No,No internet service,No internet service,Two year,Bank transfer (automatic),24.75,1836.9,No
Van Nuys,Male,No,1,Yes,No,No internet service,No internet service,One year,Electronic check,20.2,20.2,No
Sherman Oaks,Female,No,12,Yes,No,No internet service,No internet service,One year,Bank transfer (automatic),19.35,219.35,No
Van Nuys,Male,No,24,No,DSL,Yes,Yes,One year,Mailed check,50.6,1288.75,No
Van Nuys,Female,No,31,Yes,DSL,Yes,Yes,One year,Mailed check,81.15,2545.75,No
Sherman Oaks,Male,No,30,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),89.9,2723.15,No
Encino,Female,No,47,Yes,DSL,Yes,Yes,Two year,Credit card (automatic),85.3,4107.25,No
Burbank,Male,No,54,Yes,Fiber optic,Yes,Yes,Two year,Credit card (automatic),108,5760.65,No
Burbank,Male,No,50,Yes,Fiber optic,No,Yes,Month-to-month,Credit card (automatic),93.5,4747.5,No
Burbank,Female,No,72,Yes,No,No internet service,No internet service,Two year,Credit card (automatic),20.25,1566.9,No
Burbank,Female,No,29,Yes,No,No internet service,No internet service,Month-to-month,Electronic check,25.15,702,No
North Hollywood,Female,No,10,No,DSL,No,No,Two year,Mailed check,29.6,299.05,No
Studio City,Male,No,18,Yes,Fiber optic,No,No,Month-to-month,Electronic check,73.15,1305.95,No
North Hollywood,Male,No,16,Yes,No,No internet service,No internet service,Two year,Mailed check,19.75,284.35,No
Valley Village,Female,No,72,Yes,DSL,Yes,Yes,Two year,Bank transfer (automatic),86.6,6350.5,No
